,FederalSit,Property_N,Site_Name_,CurrentSit,ClassType,ClassEN,Location_E,DOB_Identi,DOB_Name_E,Involvemen,Involvem_1,PropertyTy,Property_1,Contaminan,Contamin_1,Contaminat,Management,Additional,Action_EN,NonFedOwne,NonFedOw_1,EstCubicMe,EstHectare,EstTonsCon,Population,Populati_1,Populati_2,Populati_3,Populati_4,Province_C,Province_N,Census_Sub,Census_S_1,Federal_El,Federal__1,Country_Co,Country_Na,Latitude,Longitude,Created,Modified,FCSILink_E,mi_prinx,PRV_WSHD_I,NHN_TWS_ID
21619,20033002,20033,Sheep Creek Warden Station,C,2,Medium Priority for Action,Ivvavik National Park,CAP,Parks Canada Agency,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic, PHCs (petroleum hydrocarbons)",Soil,NA,"Remediation, Periodic Monitoring",The site is located in a National Park of Canada.,Site closed. No futher action is required.,0,NA,400,0,0,0,0,0,0,0,60,Yukon,45,"Yukon, Unorganized",1,Yukon,CA,Canada,69.16244,-140.1525,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20033002-eng.aspx,21382,NA,10MD
21620,20051001,20051,Air Navigation Facility: Non Directional Beacon,C,I,Insufficient Information,In vicinity of Air Navigation Facility building.,MOT,Transport Canada,0,Federal Real Property,F,Federal,NA,NA,NA,Remediation,NA,Remediation complete.  Site clean.,0,NA,2,0,0,0,0,312,1505,1505,60,Yukon,45,"Yukon, Unorganized",1,Yukon,CA,Canada,64.028889,-139.168056,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20051001-eng.aspx,21383,NA,09EA
21621,20106003,20106,Haines Junction Research Landfill,C,N,Not a Priority for Action,Kluane National Park,CAP,Parks Canada Agency,8,National Park of Canada,C,Canada Lands,"BTEXs (benzene, toluene, ethylbenzene, and xylene)",Not Available,NA,NA,The site is located in a National Park of Canada.,Site closed. No futher action is required.,0,NA,0,0,0,0,0,0,0,0,60,Yukon,45,"Yukon, Unorganized",1,Yukon,CA,Canada,60.6323,-139.19664,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20106003-eng.aspx,21385,NA,08AB
21622,20106004,19957,Wardens Operational Center,C,N,Not a Priority for Action,"Site located about 5 km west of Haines Junction, Yukon",CAP,Parks Canada Agency,8,National Park of Canada,C,Canada Lands,PHCs (petroleum hydrocarbons),Not Available,NA,NA,The site is located in a National Park of Canada.,Site closed. No futher action is required.,0,NA,0,0,0,28,370,614,614,614,60,Yukon,18,Haines Junction,1,Yukon,CA,Canada,60.7737,-137.581,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20106004-eng.aspx,21386,NA,08AA
21623,20106005,19957,Garage,A,1,High Priority for Action,"Site located about 5 km west of Haines Junction, Yukon",CAP,Parks Canada Agency,8,National Park of Canada,C,Canada Lands,"BTEXs (benzene, toluene, ethylbenzene, and xylene), PHCs (petroleum hydrocarbons)","Soil, Surface soil",Fuel Related Practices,NA,The site is located in a National Park of Canada.,Site is under asssessment steps.,0,NA,10000,0.16,0,28,370,614,614,614,60,Yukon,18,Haines Junction,1,Yukon,CA,Canada,60.7737,-137.581,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20106005-eng.aspx,21387,NA,08AA
21624,20146001,0,Air Terminal Building APEC 20A Parking Lot,A,2,Medium Priority for Action,The site consists of the area between the Terminal Building and Control Tower as well as the terminal building's parking lot.,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,PHCs (petroleum hydrocarbons),Groundwater,Fuel Related Practices,"Periodic Monitoring, Risk Management",NA,"2020/21 - Ground water samples were taken for COC as part of the groundwater monitoring program.

2019/20 - Ground water samples were taken for COC as part of the groundwater monitoring program.

2018/2019 - No sampling was completed this year on the",1,Provincial Government,0,0.01,0,772,17432,22950,26621,28378,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.7137,-135.0758,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146001-eng.aspx,21388,NA,09AB
21625,20146002,0,Yukon Transportation Museum,C,3,Low Priority for Action,Yukon Transportation Museum,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,Fuel Related Practices,NA,NA,"2019-2020 No further action is currently planned for this site. Soil Remediation may be required if the building is decommission in the future. 
2017/18 - 4 groundwater monitoring wells installed and sampled for COC as part of the groundwater monitoring",1,Provincial Government,0,0.75,0,1347,17132,22796,26597,28383,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.712414,-135.068292,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146002-eng.aspx,21389,NA,09AB
21626,20146003,0,Former Tenant Air Fuelling Facility - APEC 6,A,1,High Priority for Action,Former air fueling facility,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)","Not Available, Sediment",Fuel Related Practices,NA,NA,"2018/19 - Data gap analysis was conducted on a portion of the APEC and data would be used to update the Risk Assessment of the North Arpon area.
2017/18 - Delineation bore holes were drilled and soil samples were taken along an area adjacent to the sani",1,Provincial Government,3000,0.4,6000,1049,17950,23097,26652,28374,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.718143,-135.077702,12/15/2005,12/15/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146003-eng.aspx,21390,NA,09AB
21627,20146004,0,Regional Fire Depot - APEC 8,A,1,High Priority for Action,System operation between hangars D & E,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)","Groundwater, Not Available",Fuel Related Practices,NA,NA,"TC to operate the in-situ system until sampling results reveal compliance with YT levels.  TC historical research.  Tenant to provide historical information.  Further site investigation.
Presence of LNAPL indicates soil and groundwater impacts are prese",1,Provincial Government,1000,0.2,2000,908,17945,23100,26654,28373,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.717853,-135.079401,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146004-eng.aspx,21391,NA,09AB
21628,20146005,0,"Historical Hangars A, B, and C and Aprons APEC 10",A,1,High Priority for Action,"Hangars A, B, and C and Aprons",MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)","Groundwater, Not Available",Fuel Related Practices,NA,"Contaminant sources expected to be fuel storage and handling. Four 38,000L USTs present
onsite in 1966, all USTS were reported to have been removed ( replaced by 2 avgas ASTs) in
1996. Operated by North of 60 Petro Ltd. In 2002. ESAs conducted at the s",2020-2021 - Status Quo.,1,Provincial Government,5000,1.2,10000,867,17742,23061,26640,28375,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.716082,-135.078123,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146005-eng.aspx,21392,NA,09AB
21629,20146006,0,Former PCBs Storage Area - APEC 36,A,NA,NA,On airport property,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,Other organics,Soil,Other,Assessment,NA,2017/18 - Drilled 4 boreholes sampled for COC in soil as part of the Yukon Groundwater Monitoring Program.,1,Provincial Government,0,0.1,0,1347,17132,22796,26597,28383,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.712414,-135.068292,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146006-eng.aspx,21393,NA,09AB
21630,20146007,0,Historic On-Site Fuel Distribution Pipeline - APEC 14A,C,2,Medium Priority for Action,On airport property,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,NA,NA,NA,No action required at this time,1,Provincial Government,2000,0.3,4000,1088,17740,23055,26637,28376,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.716514,-135.075544,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146007-eng.aspx,21394,NA,09AB
21631,20146009,0,Historical On-Site Buildings - APEC 40,A,2,Medium Priority for Action,On airport property,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,Engineering Assets/Air and Land Transportation,NA,NA,"2021/22 - Continue risk-based sampling to achieve vertical delineation, determine seasonal variation, and move towards long-term risk management.",1,Provincial Government,1500,0.4,3000,1347,17132,22796,26597,28383,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.712414,-135.068292,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146009-eng.aspx,21396,NA,09AB
21632,20146010,0,Former Fire Hall (Current Sand Storage Building) - APEC 4,C,3,Low Priority for Action,On airport property,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"Metal, metalloid, and organometallic, PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)","Not Available, Soil",Engineering Assets/Air and Land Transportation,NA,NA,Soil and groundwater sampling conducted in 2006 did not identify any Contaminates exceeding the relevant guidelines. The sites has been actively used for operational activities since that time.  As such the site is being archived as TC does not have a kn,1,Provincial Government,1500,0.2,3000,897,18024,23114,26662,28372,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.718817,-135.080282,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146010-eng.aspx,21397,NA,09AB
21633,20146011,0,Former On-Site Munitions/Ordnance Storage- APEC 33,C,NA,NA,On airport property,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,NA,NA,NA,NA,NA,"Historical research, Phase I and II site assessments, soil and groundwater testing.  ""B"" estimate for RAP
Phase II and III assessment-No soil hydrocarbon exceedances were recorded - no further work deemed necessary.",1,Provincial Government,500,0.5,1000,1347,17132,22796,26597,28383,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.712414,-135.068292,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146011-eng.aspx,21398,NA,09AB
21634,20146012,0,Historic 6 Bay Garage - APEC 11,A,1,High Priority for Action,On airport property,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,Engineering Assets/Air and Land Transportation,NA,NA,Under Risk Management,1,Provincial Government,1500,0.3,3000,687,17795,23078,26647,28374,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.716194,-135.080961,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146012-eng.aspx,21399,NA,09AB
21635,20146013,0,Historic Fleet Fuelling Station - APEC 5,C,1,High Priority for Action,On airport property,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,Fuel Related Practices,NA,NA,Remediation complete,1,Provincial Government,3000,0.2,6000,903,17995,23108,26658,28372,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.718371,-135.079893,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146013-eng.aspx,21400,NA,09AB
21636,20146016,0,Historic Upper Air Weather Station - APEC 21,C,NA,NA,On airport property,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,Fuel Related Practices,NA,NA,2018/19 -  sampled for COC as part of the Yukon Groundwater Monitoring Program,1,Provincial Government,2000,0.5,4000,1347,17132,22796,26597,28383,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.712414,-135.068292,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146016-eng.aspx,21403,NA,09AB
21637,20146017,0,On-Site Dump- APEC 37,A,NA,NA,On airport property,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"Other Physical/Chemical (pH, temperature, dissolved solids, turbidity, etc.)",Groundwater,Landfills/Waste Sites,NA,NA,2017/18 - Drilled 2 boreholes and sampled for Contaminants of Concern in soil as part of the Yukon Groundwater Monitoring Program,1,Provincial Government,3000,0.5,6000,1347,17132,22796,26597,28383,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.712414,-135.068292,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146017-eng.aspx,21404,NA,09AB
21638,20146018,0,Former Drums in Baxter's Ravine - APEC 1,C,2,Medium Priority for Action,Baxter's Ravine,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,NA,NA,NA,NA,1,Provincial Government,1000,3,2000,1347,17132,22796,26597,28383,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.712414,-135.068292,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146018-eng.aspx,21405,NA,09AB
21639,20146019,0,Operating Field Electrical Centre - APEC 17,A,2,Medium Priority for Action,Field Electrical Centre,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"Other organics, PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)","Groundwater, Not Available",Fuel Related Practices,NA,NA,"2020/21 - Additional sampling took place under the Yukon Groundwater Monitoring Program. 

2017-2018 Ongoing monitoring under the Yukon Groundwater Monitoring program. Further assessment is required to determine further action.",1,Provincial Government,1500,0.2,3000,639,17311,22905,26614,28379,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.712677,-135.075743,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146019-eng.aspx,21406,NA,09AB
21640,20146020,0,Off-Site Fuel Distribution System - APEC 48,C,NA,NA,Near Alaska highway,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,NA,NA,NA,NA,1,Provincial Government,2000,0.3,4000,1347,17132,22796,26597,28383,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.712414,-135.068292,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146020-eng.aspx,21407,NA,09AB
21641,20146021,0,Operating Fire Hall/Tenant Cargo Facility - APEC 13,C,NA,NA,Cargo facility on airport,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,NA,NA,NA,No further investigation required.,1,Provincial Government,1500,0.2,3000,766,17777,23071,26644,28374,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.716172,-135.079689,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146021-eng.aspx,21408,NA,09AB
21642,20146022,0,Historical Off-Site Underground Munitions/Ordinance Storage - APEC 45,C,NA,NA,West and across from Alaska Highway,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,NA,NA,NA,NA,NA,No further investigation required.,1,Provincial Government,500,0.5,1000,1347,17132,22796,26597,28383,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.712414,-135.068292,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146022-eng.aspx,21409,NA,09AB
21643,20146023,0,Operating Maintenance Garage/Carpenter's Shop - APEC 9,A,NA,NA,On airport property,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"Other organics, PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)",Not Available,Engineering Assets/Air and Land Transportation,NA,NA,"2020/21 - Groundwater sampled at site as part of the Yukon Groundwater Monitoring Project.

Further Assessment Required",1,Provincial Government,1500,0.2,3000,777,17893,23095,26652,28373,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.717176,-135.080746,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146023-eng.aspx,21410,NA,09AB
21644,20146024,0,Tenant Tanker Base - APEC 28,A,2,Medium Priority for Action,Tennant property on airport,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"Other inorganics, Other organics, PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)","Groundwater, Not Available",Fuel Related Practices,NA,NA,2020 - Transport Canada will not conduct further work at this site. The site is not within Transport Canada's responsibility under the Arctic A Yukon Airport Transfer Agreement.,1,Provincial Government,1500,0.4,3000,441,16553,22600,26564,28386,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.706679,-135.070907,5/30/2006,5/30/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146024-eng.aspx,21411,NA,09AB
21645,20146025,0,APEC 14B - Tennant Large AST Compound,A,N,Not a Priority for Action,NA,MOT,Transport Canada,1,Contractual obligation,N,Non-Federal,"BTEXs (benzene, toluene, ethylbenzene, and xylene)",Soil,Fuel Related Practices,NA,"2002 Phase 1 ESA identified that in 1980 fuel used to be transferred from facility to AEC 6 fueling facility via
underground pipe, fuel spills were recorded in this location in 1987/88 (identified as old USAF bulk plant) and 1993. In
the early 1990s th",2019/2020 - Ground water samples were taken for COC as part of the groundwater monitoring program.,1,Provincial Government,0,0.05,0,968,18059,23120,26666,28371,60,Yukon,9,Whitehorse,1,Yukon,CA,Canada,60.719762,-135.079867,11/5/2008,11/5/2008,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20146025-eng.aspx,21412,NA,09AB
21646,20190016,20190,Beaver Creek RCMP Detachment Site,C,1,High Priority for Action,Adjacent to fuel storage tank beside detachment.,RCM,Royal Canadian Mounted Police,0,Federal Real Property,F,Federal,"BTEXs (benzene, toluene, ethylbenzene, and xylene), PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)","Groundwater, Surface soil",Fuel Related Practices,"Periodic Monitoring, Risk Management",NA,One historic sample showed a light extractable petroleum hydrocarbons (LEPH) concentration equal to the Yukon Territorial Government Contaminated Sites Regulation for Aquatic Life.  Additional detailed site investigation and risk assessment have been com,0,NA,50,0,0,10,92,92,92,92,60,Yukon,42,Beaver Creek,1,Yukon,CA,Canada,62.38522,-140.87215,1/18/2006,1/18/2006,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20190016-eng.aspx,21413,NA,09CB
21647,20247006,20247,Alert Main Station,A,1,High Priority for Action,NA,DND,National Defence,0,Federal Real Property,F,Federal,"Metal, metalloid, and organometallic, PAHs (polycyclic aromatic hydrocarbon), PHCs (petroleum hydrocarbons)","Groundwater, Soil, Surface water",Fuel Related Practices,"Remediation, Additional assessment",NA,"The current plan is to manage the Alert Main Station sites together as one site. Management of the sites will be less complicated logistically and financially. This site consolidates the following sites into one: Oxidator Building, Baker's Dozen, Alert M",0,NA,14500,0,0,0,0,0,0,0,62,Nunavut,30,"Qikiqtaaluk, Unorganized",1,Nunavut,CA,Canada,82.498061,-62.33665,7/28/2005,7/28/2005,https://www.tbs-sct.gc.ca/fcsi-rscf/fsi-isf/20247006-eng.aspx,21418,NA,10VJ
