NHN_TWS,Scientific_name,Common_name,Species_origin
02PC,Pimephales promelas,Fathead Minnow,native
02PD,Pimephales promelas,Fathead Minnow,native
02PE,Pimephales promelas,Fathead Minnow,native
02PG,Pimephales promelas,Fathead Minnow,native
02PH,Pimephales promelas,Fathead Minnow,native
02PJ,Pimephales promelas,Fathead Minnow,native
02PK,Pimephales promelas,Fathead Minnow,native
02PL,Pimephales promelas,Fathead Minnow,native
02QA,Pimephales promelas,Fathead Minnow,native
04AA,Pimephales promelas,Fathead Minnow,native
04AC,Pimephales promelas,Fathead Minnow,native
04AD,Pimephales promelas,Fathead Minnow,native
04AE,Pimephales promelas,Fathead Minnow,native
04CA,Pimephales promelas,Fathead Minnow,native
04CB,Pimephales promelas,Fathead Minnow,native
04CC,Pimephales promelas,Fathead Minnow,native
04CD,Pimephales promelas,Fathead Minnow,native
04CE,Pimephales promelas,Fathead Minnow,native
04DA,Pimephales promelas,Fathead Minnow,native
04FA,Pimephales promelas,Fathead Minnow,native
04GA,Pimephales promelas,Fathead Minnow,native
04GB,Pimephales promelas,Fathead Minnow,native
04GC,Pimephales promelas,Fathead Minnow,native
04GD,Pimephales promelas,Fathead Minnow,native
04GE,Pimephales promelas,Fathead Minnow,native
04JA,Pimephales promelas,Fathead Minnow,native
04JC,Pimephales promelas,Fathead Minnow,native
04JD,Pimephales promelas,Fathead Minnow,native
04JE,Pimephales promelas,Fathead Minnow,native
04JF,Pimephales promelas,Fathead Minnow,native
04KB,Pimephales promelas,Fathead Minnow,native
04LA,Pimephales promelas,Fathead Minnow,native
04LB,Pimephales promelas,Fathead Minnow,native
04LC,Pimephales promelas,Fathead Minnow,native
04LD,Pimephales promelas,Fathead Minnow,native
04LE,Pimephales promelas,Fathead Minnow,native
04LF,Pimephales promelas,Fathead Minnow,native
04LG,Pimephales promelas,Fathead Minnow,native
04LH,Pimephales promelas,Fathead Minnow,native
04LJ,Pimephales promelas,Fathead Minnow,native
04LL,Pimephales promelas,Fathead Minnow,native
04MA,Pimephales promelas,Fathead Minnow,native
04MB,Pimephales promelas,Fathead Minnow,native
04MC,Pimephales promelas,Fathead Minnow,native
04MD,Pimephales promelas,Fathead Minnow,native
04ME,Pimephales promelas,Fathead Minnow,native
04NA,Pimephales promelas,Fathead Minnow,native
04NC,Pimephales promelas,Fathead Minnow,native
501,Pimephales promelas,Fathead Minnow,native
05AA,Pimephales promelas,Fathead Minnow,native
05AB,Pimephales promelas,Fathead Minnow,native
05AC,Pimephales promelas,Fathead Minnow,native
05AD,Pimephales promelas,Fathead Minnow,native
05AE,Pimephales promelas,Fathead Minnow,native
05AF,Pimephales promelas,Fathead Minnow,native
05AG,Pimephales promelas,Fathead Minnow,native
05AH,Pimephales promelas,Fathead Minnow,native
05AJ,Pimephales promelas,Fathead Minnow,native
05AK,Pimephales promelas,Fathead Minnow,native
05BE,Pimephales promelas,Fathead Minnow,native
05BG,Pimephales promelas,Fathead Minnow,native
05BH,Pimephales promelas,Fathead Minnow,native
05BJ,Pimephales promelas,Fathead Minnow,native
05BK,Pimephales promelas,Fathead Minnow,native
05BL,Pimephales promelas,Fathead Minnow,native
05BM,Pimephales promelas,Fathead Minnow,native
05BN,Pimephales promelas,Fathead Minnow,native
05CA,Pimephales promelas,Fathead Minnow,native
05CB,Pimephales promelas,Fathead Minnow,native
05CC,Pimephales promelas,Fathead Minnow,native
05CD,Pimephales promelas,Fathead Minnow,native
05CE,Pimephales promelas,Fathead Minnow,native
05CF,Pimephales promelas,Fathead Minnow,native
05CG,Pimephales promelas,Fathead Minnow,native
05CH,Pimephales promelas,Fathead Minnow,native
05CJ,Pimephales promelas,Fathead Minnow,native
05CK,Pimephales promelas,Fathead Minnow,native
05DB,Pimephales promelas,Fathead Minnow,native
05DC,Pimephales promelas,Fathead Minnow,native
05DD,Pimephales promelas,Fathead Minnow,native
05DE,Pimephales promelas,Fathead Minnow,native
05DF,Pimephales promelas,Fathead Minnow,native
05EA,Pimephales promelas,Fathead Minnow,native
05EB,Pimephales promelas,Fathead Minnow,native
05EC,Pimephales promelas,Fathead Minnow,native
05ED,Pimephales promelas,Fathead Minnow,native
05EE,Pimephales promelas,Fathead Minnow,native
05EF,Pimephales promelas,Fathead Minnow,native
05EG,Pimephales promelas,Fathead Minnow,native
05FA,Pimephales promelas,Fathead Minnow,native
05FB,Pimephales promelas,Fathead Minnow,native
05FC,Pimephales promelas,Fathead Minnow,native
05FD,Pimephales promelas,Fathead Minnow,native
05FE,Pimephales promelas,Fathead Minnow,native
05FF,Pimephales promelas,Fathead Minnow,native
05GA,Pimephales promelas,Fathead Minnow,native
05GB,Pimephales promelas,Fathead Minnow,native
05GC,Pimephales promelas,Fathead Minnow,native
05GD,Pimephales promelas,Fathead Minnow,native
05GE,Pimephales promelas,Fathead Minnow,native
05GF,Pimephales promelas,Fathead Minnow,native
05GG,Pimephales promelas,Fathead Minnow,native
05HA,Pimephales promelas,Fathead Minnow,native
05HB,Pimephales promelas,Fathead Minnow,native
05HC,Pimephales promelas,Fathead Minnow,native
05HD,Pimephales promelas,Fathead Minnow,native
05HE,Pimephales promelas,Fathead Minnow,native
05HF,Pimephales promelas,Fathead Minnow,native
05HG,Pimephales promelas,Fathead Minnow,native
05HH,Pimephales promelas,Fathead Minnow,native
05JA,Pimephales promelas,Fathead Minnow,native
05JB,Pimephales promelas,Fathead Minnow,native
05JC,Pimephales promelas,Fathead Minnow,native
05JD,Pimephales promelas,Fathead Minnow,native
05JE,Pimephales promelas,Fathead Minnow,native
05JF,Pimephales promelas,Fathead Minnow,native
